"c[trans]" "c[com]" "c[circ]" "c[rep+]" "c[rep-]" "c[pack]" "com[max]" "rep[max]" "c[3A]" "c[stay]" "scaler" "var c[trans]" " var c[com]" "var c[circ]" "var c[rep+]" "var c[rep-]" "var c[pack]" "var com[max]" "var rep[max]" "var c[3A]" "var c[stay]" "var scaler" "ly gamma shape" "lag" "ly gamma rate" "lag var"
0.192091858180927 -5.51578652263431 -9.42619074683226 0.585481372758088 6.2562675084458 -6.18779529547447 10.9232399042868 4.88728364239298 6.09514748387487 0.260790910101489 9.77145759153706e-05 0.863863646300781 0.757715478293206 0.629848525591078 0.757692799639882 0.469636572352808 0.428052784440216 0.104173142640664 0.859314100646856 0.921590569083435 0.325628461786654 0.568975258718639 45.3290556304091 2.380429 1.98560791838621 1.483686
0.466945424298223 -9.58972850814821 -7.57040982143999 9.97948460204493 9.94110958108716 -7.16490284982396 13.7494331970977 5.5080695561807 6.00492658867031 0.334613739842576 7.26947966628206e-05 0.45275869670021 0.860023917524843 0.221632814932764 0.167237514987073 0.210317005645665 0.460048733608633 0.422248129658689 0.445133294057775 0.517808973296669 0.936208112265887 0.867405497924476 43.7420456121131 3.940393 2.29135752959251 2.662928
-0.19616052685148 -5.74796606062758 -9.16404524233436 -1.64876552023847 16.3261080609769 -6.67907427927529 14.3283313676435 5.75014240837261 6.12723335375161 0.698403157253231 4.2759265110754e-05 0.599615803581538 0.38694354690715 0.495825440939335 0.293203298170515 0.378664485112768 0.911504904785405 0.0217432730615146 0.158450584708171 0.690201650463442 0.0736356350005659 0.347161244992816 49.1531594360267 1.071906 2.24470444612143 0.8503839
0.848603423409984 -6.54925884982101 -9.99094234758637 -3.0627282195274 11.4415234777133 -3.74060638763169 17.4325505616983 5.7122174365192 5.52306863460963 0.633060722716066 2.2983248216907e-05 0.624285867849324 0.194787117225626 0.624907611073221 0.602942616640441 0.640969483158485 0.988722351320296 0.593253468220446 0.640858041955291 0.0601698596765722 0.322039161909191 0.549105964038347 42.5502344947744 2.871527 2.01917533026123 1.722547
-0.190446096712969 -6.83714341356483 -9.12343489768648 5.68540181201227 8.72369769225835 -6.5602756069037 10.7402467743334 5.65941525259668 5.61199087593227 0.69154623057883 7.37482020505228e-05 0.590130428275009 0.230601936037395 0.244916055148561 0.649272111821062 0.49254121313864 0.0765664589025887 0.289569062162903 0.705366848423188 0.86588408703121 0.835290498898709 0.356254665902 40.4512183001585 1.071906 1.88828040616303 4.325671
0.639752438465406 -8.7091567184251 -9.79878353627847 5.91310420387999 9.98265988095093 -5.60227530712243 5.54829722061533 5.30824393096625 6.51958680988292 0.155913874351863 1.25984532414388e-05 0.772460941473137 0.152711661265384 0.63220162339375 0.251804810351009 0.597356154806386 0.527876262653502 0.383934674707031 0.770676181390929 0.891799357984198 0.567223350484462 0.485112555438568 45.2371577484757 0.522395 1.93758737116301 4.325671
0.239965153279164 -5.06528659462162 -9.23777561162452 16.6514975539254 11.6020054451115 -4.8293066676635 11.4443562973663 6.98052926260866 3.23083164895487 0.89388479803767 4.87842784010513e-05 0.474768009700149 0.271391684600944 0.339217269853809 0.338163915528142 0.310320835518112 0.4229026051926 0.267733434986441 0.658566810169982 0.186476728849993 0.529625918964187 0.471885962841063 34.1601021893969 3.940393 1.85738506479059 2.219526
1.0558157163452 -8.04214266622868 -5.04440460940936 5.69053859527873 2.84575629509474 -6.39761236284795 9.11338739113813 5.78562027556706 6.98230974805723 0.371254704373385 5.42982693548807e-06 0.717097527468558 0.302938126689782 0.674952745805391 0.890014884790197 0.614500496253477 0.787039394151189 0.666536944217861 0.181980784631342 0.641439309989362 0.954014280760182 0.547213696626176 45.4604385554658 1.071906 2.06829548823425 2.13684
-0.213218677155029 -6.18537835511954 -7.3889759111154 1.75153419580919 18.1146128832973 -8.7703941179925 7.8524275673097 4.42070136837729 5.36122733175681 0.0812364409958432 4.7082518237885e-05 0.560062117726661 0.431841413741109 0.0837052857107278 0.219684402179973 0.772828981470828 0.871859132858008 0.757658695111604 0.928489384452611 0.546989095081364 0.686317756483834 0.730890390540473 42.341357295364 2.10084 1.94080307798607 2.13684
-0.316070004529081 -4.04807062302517 -7.59733403430083 1.57432544500682 18.5400520004926 -4.19543111354673 18.3875132234816 4.91682183020561 5.59655562756242 0.417404062626292 6.96693414140954e-06 0.718806540921585 0.784336979584807 0.54010414406827 0.205416471634892 0.196883545072536 0.751258595673206 0.912999669694988 0.614990308315417 0.528295536782949 0.440231232045639 0.689795051707188 39.2276087891226 1.071906 1.81857541596488 2.13684
